id,img_path,domain_emb_path,task_emb_path,visual_emb_path,domain,graph_category,analytical_family,math_concept,graph_type,analytical_task,variables,solution_insights,qwen_insight,pixtral_insight,idefics_insight
000433,images/000433.png,embeddings_domain/000433.npy,embeddings_task/000433.npy,embeddings_visual/000433.npy,Biology,statistical,Time Evolution,Single Temporal Trend & Volume,Line Chart with Confidence Intervals,Temporal evolution and uncertainty estimation (confidence intervals) of firing_rate,"time, firing_rate","Let's look at how the activity level changes over time. On the graph, the bottom axis tracks time from -600 to 600, while the side axis measures the firing rate from 0 to 50. Notice the line with dots—this represents the average activity—and the two lines above and below it, which show the range where the actual values likely fall. You can see a general upward climb in activity, hitting its highest point around the 400 mark. However, keep an eye on the 300 mark, where there is a significant drop before the activity bounces back. While the values mostly stay between 35 and 50, the wide gap between the top and bottom lines suggests there is a high degree of uncertainty in these measurements.","Imagine you’re watching a neuron’s heartbeat over time — that’s what this graph shows, but instead of a steady pulse, it’s a wild, wiggly dance of electrical activity called “firing rate,” measured every few seconds from 600 seconds before to 600 seconds after a key moment (marked as time 0). The blue line is the neuron’s average “beat” — when it’s high, the neuron is buzzing with activity, and when it dips, it’s resting. But here’s the cool, real-world twist: the light blue shaded area around the line isn’t just decoration — it’s the neuron’s “confidence zone,” showing how uncertain scientists are about that exact number at any given moment. When the shaded area is wide (like around time 0), the neuron’s activity is super unpredictable — maybe it’s getting a jolt or a signal. When the area narrows (like around time 200), the neuron is acting more consistently, like it’s settled into a groove. The big dips and spikes? Those are the moments when the neuron is either super excited (firing rate jumps to 55) or super tired (plummeting to 25), and the confidence zone gets wide to reflect how wild and uncertain those moments are. It’s like seeing a dancer’s rhythm — sometimes they’re precise, sometimes they’re all over the place — and this graph lets you feel the rhythm, the uncertainty, and the drama of the neuron’s life.","In this graph, we're looking at how the firing rate of neurons changes over time, which is a common way to study brain activity in biology. Think of it like a heart rate monitor for neurons – it tracks how often they ""fire"" or send signals. The blue line shows the average firing rate at different points in time, while the shaded blue areas around the line represent the confidence intervals, which tell us how sure we can be about those average firing rates. Early on, the firing rate is steady, but around the middle of the timeline, it dips significantly, indicating a noticeable decrease in neuron activity. After this dip, the firing rate bounces back and shows some fluctuations, but it doesn't return to the initial steady state. This suggests that something significant might have affected the neurons around the middle time point, causing a temporary change in their activity. Understanding these patterns can help biologists learn more about how neurons respond to different conditions or stimuli over time.","The graph shows the evolution of firing_rate over time with 95% confidence intervals. The x-axis represents time, ranging from -600 to 600, while the y-axis represents firing_rate, ranging from 0 to 50. The graph features a line plot with dots representing the mean firing_rate, and two lines representing the upper and lower bounds of the 95% confidence intervals. The line plot shows a general upward trend, with a peak around the 400 time mark. However, there is a significant drop around the 300 time mark, followed by a recovery. The confidence intervals are relatively wide, indicating a high degree of uncertainty in the data. The firing_rate values range from approximately 35 to 50."
000434,images/000434.png,embeddings_domain/000434.npy,embeddings_task/000434.npy,embeddings_visual/000434.npy,Biology,statistical,Time Evolution,Single Temporal Trend & Volume,Line Chart,Temporal evolution analysis of coherence,"time, coherence","This line chart shows how coherence changes over time, and you can imagine the blue line moving up and down just like a roller coaster. Notice how the line starts very low, almost at -600, and then begins to climb slowly toward -200. From there, see how it shoots up rapidly to reach around 400, before taking a sharp drop back down to around -600. The line then climbs once more to hit 400 again, before finally dipping to end at around -200. All these swings demonstrate that coherence is not stable and fluctuates significantly over time.","Imagine you’re watching a very patient, very dramatic roller coaster ride — but instead of metal rails, it’s a line that climbs, pauses, and then descends over time, and instead of screaming riders, it’s measuring how “in sync” or “coherent” something is in a biological system. The graph shows this “coherence” building up slowly from the left side (around time -600), climbing steadily like a determined hiker until it hits a peak of 16 around time 0 — that’s the moment everything clicks into perfect harmony. Then, just like a roller coaster losing momentum, the coherence starts to fall off, dipping in steps like a staircase down to just 1 by the end (around time 700). The key takeaway? There’s a clear, beautiful story here — a system that starts messy, finds its rhythm, reaches peak alignment, and then gracefully unwinds — which in biology could mean everything from synchronized neuron firing to coordinated gene expression, all unfolding over time like a perfectly choreographed dance.","Imagine you're looking at a timeline of a friendship, where the closeness of the bond is represented by the height of a bar. This graph shows how the level of ""coherence"" changes over time. Starting from the left, the friendship begins at a low level and gradually builds up, reaching its peak around the middle of the timeline. This peak suggests a period of very strong coherence or connection. As time progresses, the friendship starts to wane, with the bars getting shorter and shorter, eventually reaching the lowest point at the end. This pattern indicates that the relationship initially strengthens, stays strong for a while, and then gradually diminishes. In the context of biology, this could represent the interaction or synchronization between two biological systems over time, such as the coordination between different organs or cells in an organism. The rise and fall in coherence might reflect changes in environmental conditions, developmental stages, or other biological processes that influence their interaction.","The graph you're looking at is a line chart that shows how coherence changes over time. Imagine you're looking at a line that goes up and down, like a roller coaster. The x-axis represents time, and the y-axis represents coherence. The blue line shows the changes in coherence over time. At the beginning, the coherence is low, almost like -600. It then starts to increase slowly, reaching around -200. After that, it goes up rapidly, reaching around 400. However, it then drops sharply to around -600 again. Finally, it goes up once more, reaching around 400. The coherence then drops again, ending at around -200. This means that the coherence is not always stable and changes a lot over time."
000435,images/000435.png,embeddings_domain/000435.npy,embeddings_task/000435.npy,embeddings_visual/000435.npy,Biology,statistical,Time Evolution,Single Temporal Trend & Volume,Area Chart,Volume and temporal evolution of coherence,"time, coherence","Take a look at this area chart, which tracks the ""area of coherence"" as time passes. Notice how the large blue area begins in the bottom left corner and climbs sharply upward, reaching a peak of around 400 on the vertical axis. After hitting this high point, you can see the area gradually shrink before it eventually drops sharply back down to zero. Overall, the graph tells a story of something that grows rapidly at first, reaches its maximum, and then declines over time.","Imagine you’re watching a time-lapse of a mountain being built — that’s what this graph is showing: how “coherence” (a kind of biological harmony or alignment) builds up over time, starting from almost nothing, then suddenly surging into a massive, towering peak right around the middle, before slowly crumbling back down to almost zero. The big blue area isn’t just a shape — it’s a visual story of accumulation: you can see the slow, steady climb from the left side (around -600) where values are barely above zero, then a dramatic, almost explosive rise that peaks near zero time, hitting nearly 400 — that’s the moment everything clicks into place, like a biological system reaching its most synchronized state. After that, it’s like the mountain starts to crumble, with a sharp drop-off on the right side (around 600), where coherence fades away. The key takeaway? There’s a very specific, narrow window in time — centered around zero — where this biological “coherence” is at its absolute strongest, and everything else is just background noise. It’s like nature’s way of saying, “Hey, this is when things are perfectly aligned — and it’s fleeting.”","Imagine you're looking at a timeline where we're keeping track of how a certain biological concept, called ""coherence,"" changes over time. Think of this area chart like a big, blue staircase that shows us how coherence builds up and then decreases again. The x-axis represents time, moving from negative to positive, while the y-axis shows the cumulative amount of coherence. At the start, coherence is very low, but as time goes on, it starts to grow, climbing higher and higher until it reaches a peak. After reaching this peak, it begins to decline again. This pattern suggests that there's a significant increase in coherence over a period, which then gradually decreases, perhaps indicating a cycle or a response to certain events or conditions in the biological system being studied. It's as if the system is ramping up its coherence, maintaining it for a while, and then winding down again.","The graph is an area chart that shows the area of coherence over time. The x-axis represents time, and the y-axis represents the area of coherence. The area chart shows a large blue area that starts from the bottom left corner and rises sharply to a peak around the 400 mark on the y-axis. After reaching the peak, the area of coherence decreases gradually and then drops sharply to around the 0 mark. The area chart shows that the area of coherence increases rapidly at first, reaches a maximum, and then decreases over time."
000436,images/000436.png,embeddings_domain/000436.npy,embeddings_task/000436.npy,embeddings_visual/000436.npy,Biology,statistical,Time Evolution,Single Temporal Trend & Volume,Line Chart with Confidence Intervals,Temporal evolution and uncertainty estimation (confidence intervals) of coherence,"time, coherence","Take a look at this graph, where the bottom axis tracks time and the side axis measures coherence. The solid blue line shows us the average coherence, while the light blue shaded area around it represents the margin of error. Notice how the blue line starts in the negative zone, showing that coherence was initially very low. As you follow the line to the right, you'll see it climb steadily until it hits a peak around the 200 time unit mark. After this high point, the line begins to trend downward. You'll also notice that the light blue shaded area grows wider as time passes, which indicates that the results are becoming more uncertain. Finally, the line stabilizes around the 400 mark before ending with a slight decline.","Imagine you’re watching a time-lapse of a living organism’s internal rhythm—like a heartbeat or a brainwave pattern—over 600 seconds, and this graph is showing how synchronized or “in sync” two different biological signals are at each moment, with a fuzzy blue cloud around the line to show how confident we are in that measurement. The blue line is the actual “coherence” score—how tightly those two signals are dancing together—and the fuzzy cloud around it? That’s the 95% confidence interval, meaning if we did this experiment again and again, 95 times out of 100, the true coherence would fall within that blue cloud. What’s super interesting is how the coherence starts low, builds up to a dramatic peak around the middle (around time 0), and then slowly fades away—like a wave of synchronized activity that rises, peaks, and then gently collapses. The cloud gets wider at the peaks, which tells us we’re less certain about the exact coherence value there, but we’re still confident it’s high. And the most dramatic part? That big, sharp dip right after the peak—where the coherence plummets and the cloud narrows—suggests a sudden, clear break in synchronization, like a switch flipping off. So visually, you’re seeing a story of biological rhythm: it starts quiet, builds to a powerful, uncertain peak, then crashes down into a calm, predictable ending.","This graph shows how coherence changes over time, and it's like a journey where we're tracking how well different elements in biology are working together. Imagine coherence is like a team's harmony in a project - the higher the coherence, the better they're working together. The blue line represents our main journey, showing how coherence evolves. Now, notice how the coherence starts low around -600 and gradually increases, peaking around the middle of the timeline. This suggests that at the midpoint, the biological elements were working together best. The light blue areas around the line are like the confidence intervals, showing how sure we are about our coherence measurement. These intervals widen as we move away from the middle, indicating we're less certain about the coherence at the start and end of our timeline. Overall, the graph tells us that the teamwork in biology was strongest around the middle of our journey, with more certainty in these peak times.","The graph shows the evolution of coherence with 95% confidence intervals over time. The x-axis represents time, and the y-axis represents coherence. The blue line shows the mean coherence value, while the light blue area around it represents the 95% confidence interval. The graph starts with a negative coherence value, indicating that the coherence was initially low. As time progresses, the coherence value increases, reaching a peak around the 200 time unit mark. After this point, the coherence value decreases, showing a decline in coherence. The confidence interval widens as time progresses, indicating increasing uncertainty in the coherence values. The coherence value stabilizes around the 400 time unit mark, with a slight decline after that."
000437,images/000437.png,embeddings_domain/000437.npy,embeddings_task/000437.npy,embeddings_visual/000437.npy,Biology,statistical,Time Evolution,Comparative & Cumulative Temporal Trend,Multiple Line Chart,Comparative temporal evolution of firing_rate across choice,"time, firing_rate, choice","This graph tells the story of how the firing rate changes over time based on two different choices. By looking at the x-axis for time and the y-axis for the firing rate, we can compare two distinct paths: the blue line for choice T1 and the orange line for choice T2. Notice that both lines start at a similar firing rate of around 40, but they behave quite differently as time passes. See how the blue line fluctuates and climbs to a peak of about 60, while the orange line fluctuates and dips down to a low of around -20. While both lines show a general upward trend over time, you can see that the blue line experiences a much more significant increase compared to the orange one.","Imagine you’re watching two different neurons, named T1 (blue) and T2 (orange), over a long period of time — like a slow-motion video of their activity — and you’re measuring how “busy” they are, called the firing rate. T1 is the superstar: it starts off moderately active, then rockets up to a peak of over 60 units around time zero, before crashing down dramatically, only to bounce back and settle into a steady, high-energy rhythm around 50-55. T2, on the other hand, is the steady, calm operator — it never gets that wild, hovering mostly between 30 and 45, with a small dip around time 200, but never losing its cool. So, if you’re trying to understand which neuron is more responsive or “excitable,” T1 is clearly the drama queen — it spikes, crashes, and rebounds — while T2 is the reliable, low-key teammate. This isn’t just random noise; it’s a story of how different biological systems can respond to time in wildly different ways — one is all about explosive change, the other is all about consistent, calm performance.","Imagine you're looking at a race between two runners over time. This graph is like a race track, where we're watching how their speeds (firing rates) change as they run (time passes). The blue line represents one runner, and the orange line represents another. As you can see, both runners start at a similar pace, but the blue runner speeds up and even takes a big lead around the middle of the race. However, the orange runner doesn't give up and steadily catches up towards the end. Notice how the blue runner has some ups and downs, but generally maintains a higher speed compared to the orange one. This could be telling us something about how these two choices (perhaps different strategies or conditions) affect the firing rates over time in a biological context. The blue choice seems to have more variability, but it also peaks higher, while the orange choice is steadier but doesn't reach the same highs. This race might be showing us which strategy or condition leads to higher firing rates overall, even if it's not consistent throughout the entire period.","The graph shows the evolution of firing_rate over time by choice. The x-axis represents time, and the y-axis represents firing_rate. There are two lines on the graph, one in blue and one in orange. The blue line represents choice T1, while the orange line represents choice T2. The blue line starts at a firing_rate of around 40 and fluctuates over time, reaching a peak of around 60 at one point. The orange line starts at a firing_rate of around 40 and also fluctuates over time, but it dips to a low of around -20 at one point. Both lines show a general upward trend, but the blue line has a more significant increase in firing_rate compared to the orange line."
000438,images/000438.png,embeddings_domain/000438.npy,embeddings_task/000438.npy,embeddings_visual/000438.npy,Biology,statistical,Time Evolution,Comparative & Cumulative Temporal Trend,Stacked Area Chart,Cumulative volume and composition evolution of firing_rate across choice over time,"time, firing_rate, choice","This layered chart tells a story of how activity levels for two different choices shift over time. Looking at the bottom axis for time and the side axis for the firing rate, you can see two distinct colors. Notice how the blue area, representing Choice 1, starts off low and gradually climbs, reaching its peak around the 600 mark. In contrast, see how the orange area for Choice 2 begins high but generally decreases over time, even though it hits a peak around the 800 mark. As you follow the graph to the end, you'll notice that the blue area eventually remains higher than the orange area after its peak.","Imagine you’re watching two different types of neurons—let’s call them Team T1 (blue) and Team T2 (orange)—competing over time, and this graph shows how much “activity” or “firing rate” each team is putting out at any given moment, stacked on top of each other like layers of a cake. The x-axis is time, stretching from 600 units before the start to 600 units after, and the y-axis measures how active they are—higher means more firing. What’s super cool is that Team T1 (blue) is the foundation, always there, building up steadily until around time zero, then slowly fading out. Team T2 (orange) is the flashy, energetic layer on top—starting small, exploding into a massive peak right around time zero, towering over Team T1, and then crashing down just as dramatically. The visual takeaway? Team T2 is the superstar that surges into action at the exact moment Team T1 is peaking, and then both teams fade away together. In real biology, this could mean that when a decision is made (like choosing between two options), one neural pathway (T2) suddenly ramps up its activity explosively right at the critical moment, while the other pathway (T1) is already working hard in the background—like a conductor and a soloist both playing at once, with the soloist taking center stage. The whole graph tells a story of timing, intensity, and how different brain circuits work together—or sometimes, one overpowers the other—at different moments in time.","Imagine you're looking at a layered time-lapse photograph of two different types of activities happening over a period. This graph shows how the frequency of certain events, represented by two colors (blue and orange), changes and accumulates over time. Think of it like watching two different shows playing simultaneously, where one show is blue and the other is orange. As time goes on, you see how much of each show is being watched, and how they overlap.

The blue and orange areas represent two different choices or types of activities. At the beginning, the blue activity starts off small and grows steadily, but as time progresses, the orange activity begins to dominate. Around the middle, you notice a peak where the orange activity really takes off, overshadowing the blue one. This peak shows that during this period, the orange activity was much more frequent or intense. After this peak, both activities start to decrease, but the orange one remains more prominent than the blue one.

This graph helps us understand how the activities (choices) change and interact over time. It shows that the orange activity was more prevalent in the middle period, and how the blue activity was more consistent throughout the entire time frame. This kind of visualization is useful in biology for studying how different behaviors or events evolve and overlap in a given time span.","The graph is a Stacked Area Chart that shows the cumulative evolution of firing rate over time by choice. The x-axis represents time, and the y-axis represents the firing rate. The chart is divided into two colors, blue and orange, which represent the two choices. The blue area represents the firing rate of choice 1, while the orange area represents the firing rate of choice 2. The chart shows that the firing rate of choice 1 starts low and gradually increases over time, peaking around the 600 mark. The firing rate of choice 2 starts high and decreases over time, peaking around the 800 mark. The chart also shows that the firing rate of choice 1 remains higher than that of choice 2 after the peak."
000439,images/000439.png,embeddings_domain/000439.npy,embeddings_task/000439.npy,embeddings_visual/000439.npy,Biology,statistical,Time Evolution,Comparative & Cumulative Temporal Trend,Multiple Line Chart,Comparative temporal evolution of firing_rate across align,"time, firing_rate, align","This graph tells a story of how activity levels, or ""firing rates,"" change over time for two different groups. Notice the blue line representing ""align"" and the orange line representing ""saccc"" as they move across the timeline from -600 to 600. The blue line begins at a rate of about 35, dips slightly to 30, and then climbs to fluctuate between 40 and 45. In contrast, see how the orange line starts higher at 45, takes a deeper dive down to 20, and then surges upward to bounce between 50 and 55. When you look at the two together, you'll notice that the blue line generally stays lower than the orange line throughout the process.","Imagine you’re watching two different teams of neurons—let’s call them Team Dots (blue line) and Team SACC (orange line)—competing over time to see whose “firing rate” (how often they buzz or activate) stays hotter. At first, Team SACC is the superstar, starting around 45 and cruising high, peaking near 50, like a champion athlete hitting their stride. But then, around time zero, something dramatic happens: Team SACC’s energy plummets like a rollercoaster crash, dropping off the map to barely 18 by time 200. Meanwhile, Team Dots, who were quietly warming up around 35, suddenly explodes into action—like a hidden talent rising—surging past 40, hitting a peak around 45, and then settling into a steady, confident rhythm, almost like they’re saying, “I’ve got this.” So while Team SACC fades into the background, Team Dots takes center stage, showing that sometimes, the quiet player becomes the star of the show over time.","In this graph, we're looking at how two different types of neural activities, represented by blue and orange lines, change over time. Imagine you're watching two friends racing on a track, and you're keeping track of how fast each of them is running at different points along the course.

The blue line, which we'll call ""dots,"" starts off at a steady pace around 45 units of ""firing_rate,"" and it stays relatively stable until around time zero. Then, it suddenly increases sharply, reaching its peak, and then it starts to level off again. This could be like one friend who runs at a steady pace but then gets a burst of energy and speeds up before settling back to a normal pace.

The orange line, labeled ""sacc,"" starts at a similar pace but then shows a different pattern. It also begins at around 45 units, but as time progresses, it gradually increases until it reaches a peak just before time zero, and then it sharply drops off, falling to a much lower rate. This could be like another friend who starts off at a steady pace, gradually speeds up, but then suddenly slows down and stops altogether.

What these lines show us is that these two types of neural activities have different patterns of change over time. While ""dots"" has a sudden burst of activity, ""sacc"" has a more gradual increase followed by a sharp drop. This could give us clues about how different neural processes are timed and triggered in the brain, which is fascinating in understanding how our brains operate.","The graph shows the comparative temporal evolution of firing_rate over time by align. The x-axis represents time, ranging from -600 to 600, and the y-axis represents firing_rate, ranging from -20 to 60. There are two lines on the graph, one in blue and the other in orange. The blue line represents align, and the orange line represents saccc. The blue line starts at a firing_rate of around 35 and gradually decreases to around 30 over time. It then increases to around 40 and fluctuates between 40 and 45. The orange line starts at a firing_rate of around 45 and decreases to around 20. It then increases to around 50 and fluctuates between 50 and 55. The firing_rate of align is generally lower than that of saccc."
000440,images/000440.png,embeddings_domain/000440.npy,embeddings_task/000440.npy,embeddings_visual/000440.npy,Biology,statistical,Time Evolution,Comparative & Cumulative Temporal Trend,Stacked Area Chart,Cumulative volume and composition evolution of firing_rate across align over time,"time, firing_rate, align","Take a look at this chart, where the blue and orange layered areas show us how the ""firing_rate"" and ""align"" change over time. Notice how the chart starts with a very small blue area, telling us that the firing_rate was quite low at the beginning. As you move across the timeline, both the blue and orange areas grow, but you can see the blue area expanding much more significantly, meaning the firing_rate is increasing at a faster pace than the align. Keep an eye on the orange area—it reaches a peak right around the middle of the graph, marking a significant jump in the align. After this peak, the orange area begins to shrink, while the blue area continues to climb. By the end of the timeline, the blue area is noticeably larger than the orange one, showing that the firing_rate finished at a higher level than the align.","Imagine you’re watching two different types of neurons—let’s call them “dots” (blue) and “sacc” (orange)—competing to fire over time, like two teams building up a mountain of activity. The x-axis shows time, stretching from before the event (left) to after (right), and the y-axis shows how intensely they’re firing. The orange “sacc” team starts strong, building up a massive, towering pile of activity right around the middle of the timeline—like a volcano erupting—peaking at about 1000 units of firing rate. Meanwhile, the blue “dots” team doesn’t show up until after the sacc team’s big surge, but once it does, it steadily builds its own mountain, peaking around 500 units, and then slowly fades out toward the end. The key takeaway? The sacc neurons are the early, explosive drivers of activity, while the dots neurons arrive later, contribute a significant but more sustained and gradual portion, and then wind down—like a fireworks display where the sacc team is the dazzling initial burst and the dots team is the lingering, steady glow that follows.","Imagine you're looking at a timeline of events, and we're stacking layers of information on top of each other to see how different elements change over time. This graph is like a layered cake where each layer represents a different set of data points. The orange and blue colors show us how two different groups, labeled as ""dots"" and ""sacc,"" contribute to a measure called ""firing_rate"" at various points in time. The x-axis shows the timeline, while the y-axis shows the cumulative effect or volume of these firing rates. Notice how the orange area starts off small and grows larger as time progresses, peaking around the middle of the timeline. Then, it begins to decrease, while the blue area starts to grow more prominent as time continues. This suggests that the ""dots"" group is more active earlier on, but as time goes on, the ""sacc"" group takes over and becomes more prominent. In the biology context, this could mean that one group's activity is more dominant at certain times, and understanding these patterns can help us understand how these biological processes change over time.","The graph is a Stacked Area Chart that shows the cumulative evolution of firing_rate over time by align. The x-axis represents time, and the y-axis represents the firing_rate. The chart is divided into two colors, blue and orange, which represent the two variables. The blue area represents the firing_rate, while the orange area represents the align. The chart starts with a small blue area, indicating that the firing_rate was low at the beginning. As time progresses, the blue area grows, showing that the firing_rate increases. The orange area also grows, indicating that the align also increases. However, the blue area grows more significantly than the orange area, showing that the firing_rate is increasing at a faster rate than the align. The chart shows a peak in the orange area around the middle of the time range, indicating a significant increase in the align. After the peak, the orange area decreases, while the blue area continues to grow, showing that the firing_rate continues to increase while the align decreases. The chart ends with a larger blue area than orange area, indicating that the firing_rate is higher than the align at the end of the time range."
000441,images/000441.png,embeddings_domain/000441.npy,embeddings_task/000441.npy,embeddings_visual/000441.npy,Biology,statistical,Time Evolution,Comparative & Cumulative Temporal Trend,Multiple Line Chart,Comparative temporal evolution of firing_rate across coherence,"time, firing_rate, coherence","This graph tracks how the firing rate changes over time across four different coherence levels, with the vertical y-axis showing a range from -60 to 60. Notice how the pink line (coherence 0.0) stays mostly positive, ranging from 0 to 60, while the light blue line (coherence 3.2) is also mostly positive but covers a slightly larger range from -20 to 60. As you look at the dark blue line (coherence 6.4) and the purple line (coherence 12.8), the patterns become much more erratic and fluctuate more wildly over time. Specifically, the dark blue line swings between -40 and 60, and the purple line is the most unstable of all, spanning the entire range from -60 to 60. Overall, the pink and light blue lines generally maintain higher values and are steadier, whereas the dark blue and purple lines show significantly more volatility.","Imagine you’re watching a group of neurons in a brain, each one humming along at different volumes (that’s the firing rate), and you’re curious how their teamwork (called coherence) affects how loudly they all sing together over time — kind of like a choir where some members are perfectly in sync and others are off-key. The graph shows six different “choirs” — each with a different level of teamwork, from zero (completely out of sync) to 51.2 (super synced). What’s fascinating is that the more synchronized they are, the more stable and predictable their singing becomes — the purple line (51.2 coherence) stays mostly calm and steady, while the light pink line (0.0 coherence) is all over the place, like a chaotic jazz band. The big takeaway? When neurons work together, their activity doesn’t just get louder — it gets smoother and more reliable, which might be why brains with high coherence are better at focusing or processing signals. It’s like comparing a perfectly tuned orchestra to a group of people shouting randomly — the orchestra’s sound is more powerful and consistent, even if the volume is lower.","Imagine you're looking at a snapshot of how the activity of neurons changes over time, and you're comparing these changes across different levels of something called ""coherence."" Think of coherence like the clarity or consistency of a signal, which can affect how neurons talk to each other. The graph shows multiple lines, each representing a different level of coherence, and how the firing rate of neurons (how often they send signals) evolves over time.

Notice how most of the lines start around the same firing rate, but as time progresses, they begin to diverge. For instance, around the middle of the timeline, you see a sharp dip in the firing rate for some lines, which suggests that neurons might be less active during this period, especially for lower coherence levels. As time moves forward, the lines rise again, showing an increase in activity. This pattern of dips and rises seems to repeat, indicating that the neurons' activity fluctuates in a somewhat consistent rhythm, but the exact pattern depends on the coherence level.

In biological terms, this could mean that the consistency of the neural signals (coherence) plays a significant role in how frequently neurons fire. Higher coherence might help neurons maintain a more stable activity level, while lower coherence could lead to more variability in their firing rates. This kind of information can be crucial for understanding how the brain processes information and responds to different conditions.","The graph shows the comparative temporal evolution of firing_rate over time by coherence. The y-axis represents firing_rate, which ranges from -60 to 60, while the x-axis denotes time. There are four distinct lines on the graph, each representing different coherence values: 0.0, 3.2, 6.4, and 12.8. The coherence values are represented by different colors: pink for 0.0, light blue for 3.2, dark blue for 6.4, and purple for 12.8. 

The firing_rate values for coherence 0.0 are mostly positive, ranging from 0 to 60. The firing_rate values for coherence 3.2 are also mostly positive, but they exhibit a larger range, from -20 to 60. The firing_rate values for coherence 6.4 are more erratic, with a wider range from -40 to 60. The firing_rate values for coherence 12.8 are the most erratic, with a range from -60 to 60. 

The firing_rate values for coherence 0.0 and 3.2 are generally higher than those for coherence 6.4 and 12.8. The firing_rate values for coherence 6.4 and 12.8 show more fluctuations over time compared to coherence 0.0 and 3.2."
000442,images/000442.png,embeddings_domain/000442.npy,embeddings_task/000442.npy,embeddings_visual/000442.npy,Biology,statistical,Time Evolution,Comparative & Cumulative Temporal Trend,Stacked Area Chart,Cumulative volume and composition evolution of firing_rate across coherence over time,"time, firing_rate, coherence","Take a look at this layered chart, which shows how the activity rate builds up over time across five different categories. Notice how the blue area sits at the very bottom and the purple area is at the top. Overall, you can see the activity starts low, gradually climbs to a peak right in the middle of the chart, and then dips and fluctuates as it returns to a lower level at the end. While the green area follows this general trend with small, gentle swings, the orange area follows the same path but with much larger, more intense swings. In contrast, look at the red area, which is more erratic with sudden jumps up and down. Finally, notice the purple area, which features a sharp, steep increase around the middle before heading back down.","Imagine you’re watching a bustling city street over time, where each color represents a different type of vehicle—like cars, buses, trucks, and bikes—each with a different “coherence level” (think of it as how synchronized or coordinated they are). The graph shows how the total “traffic volume” (firing_rate) builds up over time, layer by layer. What’s striking is that the traffic starts slow and steady, but then suddenly explodes into a massive, towering rush hour around the middle of the timeline—like a traffic jam that swells to over 1000 vehicles at its peak. The most “coherent” vehicles (the brown layer at the top, representing 51.2) are the ones that show up in the biggest surge, while the least coherent (blue, 0.0) are always there, forming the base, but never really contributing to the rush. The visual takeaway? The system is most active and chaotic in the middle, and the “coherence” level doesn’t just affect how many vehicles there are—it changes how they’re stacked and when they peak. In biology, this could mean that neural activity (firing_rate) becomes most intense and complex when certain synchronization levels (coherence) are reached, with the most synchronized neurons firing in a big, coordinated burst right in the middle of the timeline.","Alright, imagine you're looking at a layered cake that represents how different elements change over time. This graph is like that cake, but instead of layers of chocolate and vanilla, we have layers of data that show how the firing rate of neurons changes over time for different levels of coherence. Each layer, or color, represents a different coherence value, and the height of each layer shows how much activity there is at that particular time and coherence level.

Notice how the blue layer at the bottom is quite thin and consistent throughout, while the brown layer on top is much thicker and peaks around the middle. This tells us that at lower coherence values (blue), the firing rate is steady and doesn't fluctuate much. But as we move up to higher coherence values (like the brown layer), the firing rate really spikes around the center, indicating a lot of activity happening at that specific time. This could mean that neurons are more active when coherence is higher, especially around that central time frame. So, in a nutshell, this graph shows us that the activity of neurons, or firing rate, varies significantly with different levels of coherence, and it's most intense around the middle time period.","The graph is a Stacked Area Chart that shows the cumulative evolution of firing_rate over time by coherence. The y-axis represents the firing_rate, which ranges from -100 to 800, while the x-axis shows time. The chart is composed of five different colored bars, each representing a different variable: blue, orange, green, red, and purple. The blue bar is the lowest, while the purple bar is the highest. The chart shows that the firing_rate starts at a low value and gradually increases over time, reaching a peak around the middle of the chart. After the peak, the firing_rate decreases and fluctuates, eventually returning to a lower value at the end of the chart. The green bar shows a similar trend, but with a smaller amplitude. The red bar has a more erratic pattern, with sudden increases and decreases. The orange bar follows a similar pattern, but with a larger amplitude. The purple bar shows a sharp increase around the middle of the chart, followed by a decrease."
